payment_id,loan_id,payment_amount,payment_date
PMT0004782,L001198,unknown,2024-01-06
PMT0001838,L000460,2916.64,2023-12-16
PMT0000518,L000125,7689.34,2024-03-02
PMT0003846,L000956,11419.72,2025-01-27
PMT0000203, L000050 ,3329.31,2023-11-20
PMT0001751,L000439,3314.18,2025-04-03
PMT0002842,L000705,2417.11,2024-01-17
PMT0003483,L000869,9151.36,2023-07-23
PMT0001571,L000389,6467.5,2025-08-05
PMT0003444,L000860,10763.09,2024-04-23
PMT0002027,L000506,9475.49,2023-11-11
PMT0000572,L000138,2053.73,2023-03-23
PMT0004914,L001231,4469.19,2023-11-01
PMT0004966,L001246,1824.71,2023-04-09
PMT0001647,L000414,65611.91,2025-02-03
PMT0002195,L000549,3334.88,2023-06-08
PMT0004673,L001168,7699.41,2024-08-27
PMT0003336,L000835,13327.41,2025-02-21
PMT0004753,L001193,19278.35,2026-01-06
PMT0000945,L000238,4281.42,2024-11-13
PMT0000323,L000080,6774.4,2024-02-06
PMT0001485,L000368,13790.03,2025-11-04
PMT0002951,L000735,-3998.14,2024-01-28
PMT0001327,L000330,5389.35,2023-08-02
PMT0001072,L000267,52617.32,2025-02-16
PMT0000825,L000208,"$1,160.96",2025-03-26
PMT0002868,L000712,6702 CAD,2025-09-07
PMT0000002,L000001,6199.32,2025-03-29
PMT0000932,L000235,11171.37,2024-07-06
PMT0002398,L000600,3476.99,2024-07-15
PMT0000031,L000007,1763.4,2023-11-27
PMT0001032,L000258,"$9,829.26",2025-07-22
PMT0001450,L000360,3414.75,2023-05-26
PMT0004405,L001095,6715.47,2024-06-07
PMT0000100,L000025,5332 CAD,2025-02-23
PMT0001104, L000279 ,34338 CAD,2026-01-16
PMT0004658,L001164,17400.8,2023-03-19
PMT0002649, L000659 ,"8,717",2024-04-12
PMT0004019,L001000,1563.86,2024-09-10
PMT0001998,L000495,22946.11,2025-02-26
PMT0000892,L000226,4232.43,2025-01-21
PMT0000944,L000238,3746.77,2023-10-31
PMT0002992,L000745,943.96,2023-06-22
PMT0003940,L000982,13627.69,2024-02-01
PMT0000505,L000123,4358.32,2024-09-28
PMT0004330,L001079,18180.32,2023-09-25
PMT0001676,L000420,"$2,434.84",2024-12-09
PMT0003476,L000867,11516.31,2023-09-23
PMT0001022,L000255,6546.16,2025-09-22
PMT0000314,L000078,11260.17,2025-01-05
PMT0002007,L000499,43927 CAD,2024-05-07
PMT0002516,L000629,"$7,087.61",2024-04-20
PMT0002580,L000643,6126.02,2024-11-27
PMT0004305,L001071,"13,015",
PMT0004337,L001081,3792.2,2024-03-29
PMT0003320,L000830,33953 CAD,2024-10-20
PMT0003473, L000865 ,14711.21,2025-03-16
PMT0002391,L000598,15970.7,2022-10-06
PMT0002265, L000567 ,42350.34,2025-07-11
PMT0004363,L001086,17624.3,2023-03-06
PMT0001256,L000316,7621.28,2025-04-23
PMT0004077,L001013,7441.67,2023-07-08
PMT0002287, L000572 ,9502.93,2024-11-25
PMT0004541,L001135,2274.24,2023-07-22
PMT0001700, L000425 ,16170.44,2024-07-12
PMT0003399,L000850,3006.26,2026-02-15
PMT0001334,L000333,3140.87,2025-10-15
PMT0002491,L000623,1987.9,2022-09-19
PMT0002898, L000721 ,7772.55,2024-08-23
PMT0002860,L000711,8129.99,2025-09-09
PMT0001212, L000307 ,4624.46,2025-12-16
PMT0003971, L000990 ,26583.5,2024-11-08
PMT0004052,L001009,5678.05,2024-03-24
PMT0001323,L000329,17178.52,2025-04-04
PMT0004133,L001027,2355.0,2022-04-28
PMT0002713,L000672,4230.29,2024-08-30
PMT0004702,L001178,7842.99,2023-01-24
PMT0004188, L001041 ,5220.41,2024-06-04
PMT0003310,L000827,7033.43,2024-12-16
PMT0003868,L000961,20493.78,2025-03-23
PMT0002169,L000542,34287.61,2023-03-29
PMT0003607,L000897,8902 CAD,2023-11-08
PMT0001402,L000349,10407.42,2024-01-17
PMT0001065,L000266,3932.28,2025-05-20
PMT0003923,L000979,nan,2024-04-08
PMT0002789,L000695,14955.69,2025-04-21
PMT0003111,L000780,-11435.25,2025-06-10
PMT0000852,L000216,5834.96,2023-04-23
PMT0000103,L000026,20075.37,2025-07-21
PMT0000920,L000233,5058.7,2024-01-15
PMT0000145,L000036,12652 CAD,2022-09-25
PMT0000809,L000202,10634.56,2024-09-25
PMT0001063,L000265,5726 CAD,2023-08-27
PMT0004546, L001136 ,1199.59,2025-04-21
PMT0003619,L000900,20937.14,2024-07-13
PMT0001477,L000365,8819 CAD,2023-11-18
PMT0002520,L000629,3671.65,2023-12-27
PMT0003001,L000747,33340.09,02-Apr-2024
PMT0001279,L000321,2324.26,2022-09-03
PMT0004826,L001208,4747.83,2024-10-04
PMT0002402,L000601,14966.14,2024-06-09
PMT0001806,L000452,9853.41,2024-10-19
PMT0001307,L000326,2388.73,2022-08-29
PMT0001938,L000481,8639.87,2024-02-16
PMT0004165,L001035,5114.34,2024-02-16
PMT0002750,L000682,45099.65,2023-12-04
PMT0001304,L000325,"$17,341.01",2023-07-29
PMT0003495,L000872,4919.91,2025-09-18
PMT0002443,L000610,6028.28,2024-11-06
PMT0002493,L000623,6790.85,2023-12-06
PMT0004525,L001132,"$1,286.17",2025-02-27
PMT0004460,L001116,1679.11,2024-10-06
PMT0003215,L000804,9850.37,2025-05-20
PMT0000815, L000205 ,46435.6,2024-02-13
PMT0003636,L000904,5118.88,2024-01-19
PMT0002619,L000653,12272.66,2025-12-26
PMT0000714,L000180,5275.89,2023-04-10
PMT0003804,L000945,30578.48,2024-09-07
PMT0000827,L000209,"$8,330.32",2023-12-27
PMT0001924,L000477,6672.32,2022-02-04
PMT0001082,L000272,12383.7,2022-07-28
PMT0002751,L000683,13819.91,2024-03-14
PMT0004409,L001098,21503.13,2024-03-10
PMT0002010,L000500,7697.83,2024-06-23
PMT0000402,L000100,5174.46,2025-02-12
PMT0000536, L000129 ,5872.69,2024-10-23
PMT0002428,L000608,8839.15,2022-10-15
PMT0001456,L000361,12363.85,2024-02-29
PMT0000086,L000022,11042.59,2025-04-16
PMT0001597,L000400,5933.85,2024-10-08
PMT0003035,L000759,2599.2,2024-06-04
PMT0002872,L000712,6042.54,2024-12-18
PMT0003323,L000832,4622 CAD,2023-04-30
PMT0001169,L000297,12375.12,2024-08-11
PMT0000645,L000157,25616.56,2023-09-08
PMT0004714,L001181,19415.29,2024-04-13
PMT0002519,L000629,"7,993",2024-09-01
PMT0001457,L000362,853.21,2022-08-02
PMT0000854,L000217,1836.18,2025-09-25
PMT0004724,L001184,17997.91,2024-12-10
PMT0004955,L001244,37847.25,2022-04-26
PMT0004983,L001250,3830.43,2023-08-03
PMT0003925,L000979,2757.47,2024-12-08
PMT0001811, L000452 ,10418.31,2024-10-12
PMT0002517,L000629,4015.33,2024-03-24
PMT0001190,L000302,15092.01,2023-11-04
PMT0003290,L000823,15512.87,2023-07-28
PMT0003904, L000970 ,7581.82,2023-11-08
PMT0001930,L000479,16466.0,2023-08-30
PMT0002090,L000521,5197.81,2023-11-23
PMT0004884,L001221,2562 CAD,2023-08-01
PMT0003649,L000908,8726.8,2023-12-13
PMT0003799,L000942,2199.26,2023-10-22
PMT0002939,L000732,6474.94,06-Mar-2023
PMT0001777,L000445,1093.9,2023-02-12
PMT0000150,L000037,3547.16,04/05/2023
PMT0001598,L000400,3569.81,2024-02-28
PMT0004259,L001059,10985.02,2023-02-03
PMT0002034,L000507,1468.27,2024-05-23
PMT0000682,L000170,"11,660",2022-05-28
PMT0003251,L000812,15831.21,2024-04-01
PMT0000877,L000222,11049.07,2023-12-20
PMT0002903,L000723,68299.41,2024-10-06
PMT0003285,L000821,5198.02,2025-10-17
PMT0001388,L000345,4393.8,2024-02-01
PMT0004315,L001075,10831.23,2025-11-15
PMT0001537,L000382,2473.04,2023-08-22
PMT0001246,L000314,,2023-01-17
PMT0002109,L000525,4440.04,2023-07-01
PMT0003794,L000941,18895 CAD,2024-12-09
PMT0000396,L000099,-3340.5,2023-03-09
PMT0004657,L001164,31910.53,2022-09-22
PMT0004128, L001025 ,69997.58,2024-11-19
PMT0003032,L000758,8947.06,2024-09-07
PMT0000061,L000014,17958.02,2024-10-12
PMT0002703,L000670,5550.83,2023-01-31
PMT0002876,L000713,11660.34,2025-09-12
PMT0004548,L001136,764,2025-06-20
PMT0000204,L000051,8381.89,2026-03-26
PMT0002764,L000688,11243.95,2024-04-01
PMT0003768,L000936,16655.37,2024-06-27
PMT0000440,L000108,6347.19,2024-04-20
PMT0003533,L000879,3461.09,2023-08-21
PMT0002775,L000690,"5,653",2022-11-05
PMT0001817,L000454,2978.61,2023-09-14
PMT0000866,L000219,8027.62,2025-11-20
PMT0004135,L001027,7343.72,2023-03-31
PMT0002307,L000578,11182.39,2023-02-06
PMT0003994, L000995 ,35394.2,2023-03-03
PMT0004773,L001196,5830.68,2023-09-12
PMT0004809,L001203,-1901.74,2023-11-22
PMT0001419,L000352,5524.09,2025-03-23
PMT0000897,L000227,7508.02,2024-04-03
PMT0000395,L000099,2642.24,2023-02-30
PMT0004837,L001210,26170.77,2023-08-31
PMT0003759,L000934,7492.81,2025-10-11
PMT0004361,L001086,9262.86,2022-10-07
PMT0004573,L001144,"$7,486.31",2023-11-28
PMT0000633,L000153,6983.1,2025-03-23
PMT0003091,L000777,10863.71,2024-02-08
PMT0000659,L000161,10082.85,2024-03-29
PMT0001019, L000255 ,6962.76,2025-10-29
PMT0000992,L000248,26460.61,2024-06-24
PMT0000124,L000030,3950.9,2025-04-14
PMT0004000, L000997 ,1064.48,2024-10-19
PMT0001488,L000369,9457.63,2022-08-07
PMT0001862,L000464,"2,152",2024-08-19
PMT0002685,L000666,8201.94,2024-12-10
PMT0003534,L000880,11685.03,2023-12-26
PMT0001466,L000363,2842.65,2025-04-26
PMT0004422,L001103,nan,2024-05-13
PMT0002411, L000602 ,9399.3,2023-09-15
PMT0003659,L000909,14372.81,2024-01-15
PMT0003932,L000981,1489.09,2023-02-13
PMT0001576,L000393,53699.33,2022-09-10
PMT0001971,L000490,7563.31,2024-07-06
PMT0000972,L000243,12277.48,2022-10-10
PMT0000063,L000014,8742.89,2023-01-13
PMT0000165,L000041,"$1,766.02",2024-07-06
PMT0004604,L001150,3945.93,2023-06-15
PMT0000073,L000017,8370.39,2023-06-24
PMT0004895,L001227,29556.58,2022-08-26
PMT0002732,L000677,22338.56,2024-01-05
PMT0004638,L001159,2609.8,2024-07-03
PMT0004735,L001188,2585.06,2024-10-25
PMT0000849,L000216,"$6,323.97",2024-02-18
PMT0003884,L000965,42181.93,04-Apr-2024
PMT0004002,L000997,1153.41,2024-03-18
PMT0002054,L000511,2687.57,2024-06-19
PMT0000886,L000224,8355.67,2023-11-28
PMT0002949,L000734,10672.97,2025-09-24
PMT0003198,L000800,6713.85,2024-02-17
PMT0003508,L000875,9306.47,2024-01-16
PMT0000698,L000175,1725.03,2025-04-24
PMT0004530,L001133,1772.12,2024-01-27
PMT0004522,L001132,1044.62,2026-03-24
PMT0002618, L000653 ,6347.97,2025-04-05
PMT0001657,L000416,8267.43,2025-09-20
PMT0001057,L000263,21985.32,2024-09-26
PMT0001637,L000410,6903.58,2024-04-10
PMT0002778,L000691,3306.82,2023-08-01
PMT0000105,L000027,1615.06,2024-06-21
PMT0004821,L001207,16768.38,2024-05-13
PMT0004271,L001063,9901.29,2025-06-28
PMT0004350,L001083,8463.15,2024-06-10
PMT0003383,L000846,7005.57,2022-09-06
PMT0004931,L001235,2976.23,2026-04-04
PMT0001524,L000378,8291.43,2024-07-06
PMT0003408,L000852,4681.79,2024-03-12
PMT0003879,L000963,7879.42,2024-11-24
PMT0003335,L000835,17643.37,2024-06-14
PMT0003851,L000957,"$7,901.53",2023-08-07
PMT0000214,L000053,8983.2,2025-08-08
PMT0004634,L001158,76628.66,2024-07-24
PMT0001760,L000441,3041.93,2024-07-11
PMT0003410,L000852,13397.91,2023-10-07
PMT0004574,L001144,"10,433",2024-10-26
PMT0001742,L000436,3246.75,2024-09-07
PMT0002181,L000544,2223.06,2023-02-30
PMT0002344,L000589,-3576.43,2025-02-04
PMT0002369,L000594,34475.46,2025-01-24
PMT0003326,L000834,1587.42,2025-01-04
PMT0001829,L000458,33225 CAD,2024-03-08
PMT0002557,L000638,7640.41,2023-11-11
PMT0001953,L000487,6559.67,2024-12-24
PMT0003033,L000759,4796.45,2024-02-23
PMT0003177,L000795,2331.32,2022-05-08
PMT0003637,L000904,5605.18,2023-02-28
PMT0004415,L001101,35106.49,2024-08-01
PMT0001513,L000375,2011.5,
PMT0000470,L000116,2804.59,2023-10-20
PMT0001818,L000454,2096.96,2024-02-16
PMT0001253,L000315,66031.27,2024-06-17
PMT0000475,L000116,2562.35,2023-06-24
PMT0002084,L000519,6989.0,2024-03-03
PMT0001281,L000321,2850.57,2023-01-10
PMT0003934,L000981,598.43,2022-12-08
PMT0001165,L000296,4317.95,2022-09-13
PMT0003280,L000819,29706.78,2022-12-31
PMT0002422,L000606,43942.64,2024-11-25
PMT0002148,L000535,33790.66,2023-08-03
PMT0002299,L000576,31896.01,2024-03-20
PMT0002905,L000725,2752.19,2023-12-12
PMT0000122,L000030,4817.22,07-Jan-2024
PMT0004042,L001005,1884.58,2023-11-12
PMT0002008,L000500,"18,436",05-Aug-2024
PMT0003811,L000946,16148.1,2024-06-10
PMT0003983,L000992,1070.51,2024-06-08
PMT0000644,L000157,12622.76,09/10/2022
PMT0002973,L000740,2037.85,2024-04-01
PMT0003020,L000753,"$24,995.19",2024-05-09
PMT0001396,L000346,9724.0,2023-12-31
PMT0000012,L000002,1617.29,2024-08-21
PMT0001356, L000337 ,6253.32,2023-11-01
PMT0001368,L000339,2531 CAD,2025-08-24
PMT0002425,L000607,3285.8,2023-07-12
PMT0002828,L000702,1037.38,2022-10-13
PMT0003514,L000876,6453.51,2022-11-30
PMT0000481,L000118,"11,655",2025-04-14
PMT0004367,L001088,3165.55,2025-07-30
PMT0000252,L000061,1689.24,2023-08-06
PMT0000990,L000247,"$2,521.00",2022-08-24
PMT0004824,L001208,4636.23,2024-04-01
PMT0003180,L000796,41376.18,2025-01-08
PMT0002308,L000579,2411.57,2025-01-13
PMT0003673,L000913,1302.81,2024-01-09
PMT0002863, L000711 ,4539.57,2025-08-03
PMT0002100,L000524,2236.99,2025-01-26
PMT0001370,L000339,1298.02,2024-12-07
PMT0003080,L000774,31636.09,2025-02-14
PMT0002345,L000589,1605.79,2025-04-01
PMT0002074,L000515,8363.79,2024-07-18
PMT0003156,L000791,4840.36,2023-11-11
PMT0001834,L000459,10946.28,2023-11-18
PMT0000885,L000224,3254.82,2023-09-06
PMT0002039,L000508,15714.44,2025-11-12
PMT0001833,L000459,8004.77,2024-03-04
PMT0000713,L000179,2355.79,2024-06-02
PMT0004825,L001208,3996.19,2025-03-06
PMT0002456,L000615,8271.51,2025-02-19
PMT0000657, L000161 ,10142.0,2024-10-28
PMT0004886, L001222 ,40926.82,2022-08-05
PMT0003502,L000874,12760.9,2024-03-30
PMT0004479,L001121,17444.24,2023-06-27
PMT0001077,L000270,11811.35,2022-07-20
PMT0002030,L000506,11290.22,2023-01-01
PMT0001075,L000268,5783.64,
PMT0001723,L000433,14655.77,2025-08-02
PMT0004737,L001188,2412.88,2024-05-31
PMT0004851,L001215,9217.26,2024-07-16
PMT0001502,L000373,2825.86,2024-08-23
PMT0004654,L001163,2067.5,2024-09-15
PMT0004146,L001029,3389.05,2023-02-30
PMT0000088,L000023,12912.13,2026-02-16
PMT0004176,L001038,35956.99,2023-09-20
PMT0001796,L000448,24138.43,26-Oct-2023
PMT0003174,L000795,848.24,2023-11-04
PMT0002663,L000661,8668.32,2024-10-03
PMT0002887,L000717,5922.87,2023-12-15
PMT0003730,L000928,2050.29,2023-07-26
PMT0002982,L000742,21313.77,2024-08-17
PMT0000067, L000015 ,22103.16,2024-06-11
PMT0000527,L000127,183684.57,2024-03-23
PMT0002252,L000562,-45214.43,2024-05-17
PMT0004423,L001103,20887.27,2025-04-16
PMT0001787,L000447,2951.27,2023-04-12
PMT0001157,L000295,29840.69,2024-04-26
PMT0004393,L001093,3603.4,2023-10-01
PMT0001975,L000491,2175.42,2023-09-02
PMT0002712,L000672,4159.49,2023-11-26
PMT0004469,L001118,2032.7,2024-01-25
PMT0004866,L001218,11338.04,2022-11-23
PMT0001699,L000425,12587.45,2024-05-25
PMT0001414,L000350,1621.5,2023-09-09
PMT0004198,L001044,4479.61,2022-11-24
PMT0003379,L000846,9191.74,2023-02-13
PMT0001195,L000303,13111.92,2025-03-19
PMT0003179,L000795,955.33,2022-06-30
PMT0004864, L001218 ,9206.22,2024-04-04
PMT0004055,L001009,6094.69,2024-10-09
PMT0000036, L000007 ,2660.01,2025-05-27
PMT0003074,L000773,7821.7,2023-09-08
PMT0001749, L000438 ,5087.63,2024-06-19
PMT0000308,L000076,13080.82,not available
PMT0001280,L000321,3676.29,05/03/2022
PMT0002797,L000696,18018.75,2022-11-28
PMT0003862,L000959,11829.76,2026-03-16
PMT0003108,L000780,12683 CAD,2025-10-06
PMT0003863,L000959,6038.87,2024-11-29
PMT0001860,L000464,1635.06,2024-04-21
PMT0004062,L001010,,2025-10-27
PMT0002970,L000739,6657.68,2022-10-16
PMT0002036,L000508,27519.76,2025-08-25
PMT0003304,L000825,23577.86,2024-02-06
PMT0002991,L000745,1127.23,2023-07-23
PMT0003268,L000816,13259.45,2024-01-21
PMT0001641,L000412,3640 CAD,2024-09-02
PMT0002362,L000593,5890.35,2023-11-18
PMT0002983,L000742,33274.28,2025-04-06
PMT0003532,L000879,4865.99,2023-10-05
PMT0003492,L000871,13065.01,2026-02-21
PMT0000127,L000030,7446.16,2024-05-17
PMT0000263,L000063,16002.98,2024-01-20
PMT0004431,L001105,3464 CAD,not available
PMT0000542,L000130,7198.09,2025-01-01
PMT0004223,L001049,6051.79,2022-07-08
PMT0000453,L000112,6650.48,2024-07-09
PMT0004620,L001155,13906.73,21-Nov-2023
PMT0004495,L001124,6238.03,2023-12-26
PMT0003850,L000957,10424.73,2022-08-13
PMT0003130,L000786,-1718.91,2024-04-12
PMT0002561,L000639,24407.39,2024-10-15
PMT0004212,L001047,1916.13,2024-09-22
PMT0002026,L000506,"8,512",2022-09-29
PMT0002085,L000520,4869.88,2023-07-27
PMT0001846,L000461,7533.94,2024-06-01
PMT0002430,L000608,10643.22,2023-12-03
PMT0004355,L001085,15233.9,2024-05-17
PMT0004084,L001015,8156.86,2023-11-03
PMT0000871,L000221,16174.71,2025-03-08
PMT0002018,L000503,7316.96,2023-10-18
PMT0000906,L000230,5274.76,2023-04-02
PMT0004519,L001131,4083.1,2024-05-14
PMT0003603,L000897,13759.75,2025-06-05
PMT0001802,L000450,17951.08,2024-01-15
PMT0001754,L000439,5549.49,2024-06-23
PMT0004388,L001093,2959 CAD,2024-12-15
PMT0003030,L000757,22994.77,2023-06-08
PMT0003700,L000920,4358.63,2023-10-05
PMT0003735,L000929,4231.19,2023-04-26
PMT0001964,L000489,11885.47,2022-11-10
PMT0003245, L000811 ,8771.99,2022-08-04
PMT0000269,L000064,7202.34,2022-03-11
PMT0003081,L000775,19718.28,2023-06-19
PMT0003823,L000950,4232.34,2025-06-16
PMT0004537,L001135,4343.2,2023-08-01
PMT0000079,L000020,6997.99,2025-06-03
PMT0002220,L000555,"12,885",2024-03-27
PMT0001344,L000334,11700.63,2024-01-20
PMT0002269,L000569,26073.69,2024-01-17
PMT0002280,L000571,7787.11,2024-06-07
PMT0003888,L000967,4482.37,2024-07-19
PMT0003214,L000804,5333.5,2024-11-21
PMT0003209,L000803,5081.31,2025-05-18
PMT0001731,L000434,7674.59,2026-01-10
PMT0003442,L000860,12556.12,2025-04-29
PMT0001969,L000490,9094.55,2023-06-19
PMT0004095,L001017,"4,950",30-Aug-2023
PMT0002112,L000526,32177.17,2024-03-21
PMT0004202,L001045,615.5,2025-10-30
PMT0003530,L000879,4227.97,2022-08-28
PMT0003793,L000941,"$19,217.05",2025-09-22
PMT0000136,L000035,273.3,2025-02-03
PMT0004354,L001085,13854.29,2024-03-11
PMT0003646,L000907,3481.57,2022-12-26
PMT0004211,L001047,1583.11,2024-06-05
PMT0002352,L000591,32649.14,2022-10-06
PMT0000841, L000212 ,5298.07,2022-10-18
PMT0001681,L000421,26763.14,2024-09-27
PMT0002133,L000530,-13333.42,2024-11-09
PMT0002909,L000725,2790.2,2024-07-17
PMT0000962,L000241,6900.59,2025-02-28
PMT0002662,L000661,7900.07,2025-07-07
PMT0004555, L001138 ,5613.07,2024-10-06
PMT0000192,L000049,16177.64,2025-01-12
PMT0002189,L000547,4386.06,2023-03-05
PMT0004008,L000998,8506.49,2024-01-31
PMT0001037,L000259,9533.64,2024-03-14
PMT0004982,L001249,1673.59,2024-07-16
PMT0001510,L000375,717.42,2025-01-27
PMT0004322,L001077,7038.4,2024-07-08
PMT0001775,L000445,633.54,2023-03-04
PMT0004974,L001247,3260.96,2023-07-22
PMT0000279,L000066,unknown,2022-09-05
PMT0002413,L000603,9877.87,2023-11-23
PMT0000190,L000047,9370.3,2024-01-01
PMT0004644,L001161,30346.47,2025-03-26
PMT0001879,L000468,10465.32,2023-12-25
PMT0004526,L001132,2194.17,2025-04-20
PMT0002075,L000515,10521.61,2023-11-10
PMT0001816,L000454,"2,331",2024-11-29
PMT0003388,L000848,14324.14,2025-01-25
PMT0003342,L000837,18156.79,2023-03-05
PMT0003272, L000817 ,9830.89,2023-09-27
PMT0000722,L000183,"111,105",2024-03-09
PMT0001830, L000459 ,nan,2024-03-12
PMT0002624,L000654,6268.45,2023-08-21
PMT0002837,L000704,3441.08,2024-06-10
PMT0001031,L000258,11849.31,2025-01-08
PMT0002175,L000543,4612.82,2023-10-23
PMT0002669, L000662 ,13041.78,2025-03-07
PMT0001792,L000448,24595.39,2024-09-12
PMT0001675, L000420 ,1576.87,2023-07-13
PMT0001158,L000295,33964.28,2023-11-24
PMT0004041,L001005,5057.29,2024-05-29
PMT0001472,L000365,4801.95,2024-01-20
PMT0001750,L000438,1974.82,2024-06-24
PMT0002083,L000519,4946.83,2024-03-24
PMT0004107,L001020,5554.6,2025-01-24
PMT0003883,L000965,34848.76,2024-02-08
PMT0004751,L001193,40950.57,2024-03-20
PMT0000365,L000090,3535.99,2022-09-18
PMT0002247,L000562,21624.59,2024-08-31
PMT0001078,L000270,14632.09,2023-09-30
PMT0003402,L000851,1857.35,2023-02-07
PMT0002648,L000659,7399.91,2023-08-16
PMT0001363,L000338,15258.97,2024-07-25
PMT0003606,L000897,4135.3,2023-10-12
PMT0000129,L000031,20926.56,2023-03-14
PMT0002765,L000688,8804.95,2024-06-24
PMT0001539,L000382,2210.34,2022-12-25
PMT0001709,L000427,6343.0,2023-12-24
PMT0003803,L000944,21933.56,2024-01-20
PMT0003151,L000790,23397.15,2025-07-22
PMT0001898,L000472,"21,328",2025-03-01
PMT0004829,L001209,7306.17,2023-03-11
PMT0003897,L000969,7714.65,12/12/2023
PMT0004332,L001080,9851.56,2023-04-13
PMT0004323,L001077,6999.74,2025-04-13
PMT0003263,L000815,8142.58,2024-01-31
PMT0001091,L000274,1819.44,2023-10-13
PMT0003610,L000898,4731.04,2024-06-08
PMT0003543,L000882,6305.68,2023-11-21
PMT0002745,L000680,11140.78,2025-07-12
PMT0004979,L001248,7175.69,2025-01-06
PMT0004792, L001200 ,1606.35,2024-08-11
PMT0000501,L000122,3447.2,2022-10-26
PMT0002238,L000559,5866.8,2023-10-11
PMT0004139,L001028,9516.76,22-Oct-2024
PMT0004798,L001201,7406.59,2023-09-03
PMT0004280,L001065,2000.39,2025-10-09
PMT0003465,L000864,9456.24,2025-08-03
PMT0003435,L000857,"$6,115.51",2024-05-15
PMT0000581,L000139,1582.22,2024-03-10
PMT0001859,L000464,1712.69,2023-03-29
PMT0003545,L000882,3575.88,2022-06-28
PMT0003639,L000905,12054.62,2024-11-02
PMT0001405,L000349,13198.8,2025-05-30
PMT0003002,L000748,4064.19,2025-04-13
PMT0003522,L000878,4302.43,2024-10-08
PMT0002128,L000529,63023.33,2023-02-30
PMT0002548,L000635,11650.21,2023-06-05
PMT0001957,L000487,12767.09,2025-09-16
PMT0001131,L000287,11432.75,2022-09-06
PMT0000942,L000237,12702.96,2026-04-12
PMT0004667,L001167,58391.58,2023-12-17
PMT0003299, L000824 ,3381.04,2023-11-16
PMT0002320,L000583,14953.99,2023-06-24
PMT0001599,L000400,6115.81,2024-06-15
PMT0002993,L000745,1513.15,2024-08-10
PMT0002166,L000541,7620.81,2025-07-06
PMT0000391,L000098,1845.04,2025-08-31
PMT0003328,L000834,528.37,2026-01-04
PMT0000313,L000078,6217.04,06/28/2025
PMT0003061,L000769,4977.52,2024-12-04
PMT0002670,L000662,-14499.43,2024-11-18
PMT0002836,L000704,2276.21,2025-03-10
PMT0003418,L000854,26928.81,2025-07-14
PMT0002413,L000603,9877.87,2023-11-23
PMT0002913,L000726,12419.21,2024-06-15
PMT0004100,L001018,3830 CAD,2024-06-19
PMT0003842,L000955,2945.49,2023-11-05
PMT0000499,L000122,1936.8,2023-11-07
PMT0003147,L000789,11807.77,2023-11-08
PMT0001437,L000356,8237.04,2024-05-05
PMT0002248,L000562,52255.42,2023-07-19
PMT0004164,L001034,14073.29,2025-09-07
PMT0000903,L000229,15220.88,2024-01-04
PMT0002570, L000641 ,24119.04,2023-11-10
PMT0000855,L000217,885.45,2024-10-16
PMT0000271,L000064,9795.83,2022-06-25
PMT0003332,L000834,1660.68,2024-04-02
PMT0002899,L000722,29527.44,2024-09-14
PMT0000971,L000243,12156.83,2022-10-31
PMT0000024,L000005,"$17,900.50",2025-06-03
PMT0004067,L001012,-6082.85,2024-07-12
PMT0002582,L000643,3098.49,2025-09-16
PMT0001882,L000468,6575.98,2025-03-07
PMT0004583,L001146,3432.04,2024-10-07
PMT0003155,L000791,8617.95,2024-11-21
PMT0000446,L000110,4961.65,2025-01-07
PMT0001481,L000367,3459.38,2023-07-03
PMT0001729,L000433,"$17,365.28",2025-11-20
PMT0001178,L000299,47959.36,2024-07-11
PMT0003549, L000884 ,7227.28,2024-09-06
PMT0004806,L001203,1594.92,11/27/2022
PMT0003505,L000874,18172.99,2024-10-16
PMT0003544,L000882,5791.28,2023-01-10
PMT0002289,L000573,10116.7,2023-07-03
PMT0003420,L000854,13636.7,2025-04-27
PMT0001155,L000293,7612.71,2024-10-15
PMT0001934,L000479,19164.32,2022-09-26
PMT0003109,L000780,17055.01,2024-11-05
PMT0001277, L000320 ,2496.48,10-Feb-2024
PMT0000413,L000102,4342.6,2024-05-27
PMT0001062,L000265,6229.95,2024-06-30
PMT0000912, L000231 ,96107.2,2023-01-20
PMT0002814,L000699,1744.8,2022-10-28
PMT0003838,L000954,3940.56,2024-10-16
PMT0003311,L000827,3669.22,2024-08-16
PMT0003611,L000898,"$6,742.95",2023-02-09
PMT0000684,L000171,6850.23,2024-11-14
PMT0001954,L000487,6868.09,2024-12-29
PMT0004194, L001043 ,10110.27,
PMT0003060,L000769,"5,226",2024-07-01
PMT0002436,L000609,989.85,2025-10-14
PMT0001232,L000311,3900.47,2024-11-23
PMT0001119, L000285 ,8559.28,2022-10-26
PMT0003669,L000911,9343.27,2023-12-27
PMT0004191,L001042,22987 CAD,2025-03-08
PMT0001052,L000262,1404.88,2024-12-13
PMT0001025,L000256,10507.28,2023-07-21
PMT0001659, L000416 ,8918.42,2024-12-30
PMT0004296, L001070 ,5779.93,2024-05-24
PMT0001611,L000403,3032.57,2023-03-19
PMT0001843,L000460,2737.8,2024-10-15
PMT0000466,L000115,1926.65,2024-01-14
PMT0002565,L000640,6290.41,2024-03-02
PMT0004443,L001109,82850.63,2023-06-02
PMT0003962,L000987,7281.11,2024-05-17
PMT0003541,L000882,6066.71,2022-11-17
